x,y,label
12.29608,-5.51857,0.00000
-3.28241,7.31042,0.00000
-10.85161,-2.36968,0.00000
-8.58473,1.60838,0.00000
-5.20720,-10.83505,0.00000
10.38368,0.64240,1.00000
5.57286,-12.83992,0.00000
5.58439,9.69843,1.00000
-12.54336,6.04216,1.00000
9.76276,1.61386,1.00000
10.35069,-9.29346,0.00000
15.79535,-0.08124,0.00000
-15.14617,-0.77792,1.00000
-5.65727,6.41321,0.00000
-0.13926,-5.97007,1.00000
-14.77442,4.65613,1.00000
6.77277,8.77979,1.00000
-7.81275,-6.57622,0.00000
-15.11250,4.20851,1.00000
0.36330,-5.29174,1.00000
-13.42402,5.94554,1.00000
12.67342,-6.02812,0.00000
-11.77376,7.18207,1.00000
15.51608,-4.66662,0.00000
13.70709,-6.70567,0.00000
10.37867,3.50094,1.00000
-15.21213,3.60671,1.00000
-11.43868,7.08132,1.00000
-2.46045,-11.62886,0.00000
-3.72068,11.12396,1.00000
0.06728,-13.14259,0.00000
-5.33560,4.22266,0.00000
13.36420,-6.03768,0.00000
0.13572,-6.15912,1.00000
-6.50130,5.39864,0.00000
11.53669,0.58677,1.00000
-10.08999,-5.54387,0.00000
9.21023,-1.57216,1.00000
7.99391,-5.89054,1.00000
3.78122,10.69314,1.00000
11.77758,-6.95009,0.00000
-9.17105,-7.05031,0.00000
-12.09357,5.78666,1.00000
-9.81903,-1.00229,0.00000
-0.45784,14.71486,1.00000
-7.35475,1.90007,0.00000
10.71268,-11.29456,0.00000
-5.60134,11.24875,1.00000
-3.60706,13.12820,1.00000
9.16744,2.08940,1.00000
-16.03329,2.14901,1.00000
3.77939,-7.13881,1.00000
8.94242,-10.31275,0.00000
-0.77292,14.66148,1.00000
-7.08339,-7.36774,0.00000
-8.73038,-4.20410,0.00000
-5.87193,11.64864,1.00000
7.35382,-11.09573,0.00000
3.14199,3.39502,0.00000
-13.88273,2.88817,1.00000
3.54079,10.24929,1.00000
-16.00525,3.67281,1.00000
14.82341,-2.14033,0.00000
7.69388,10.97568,1.00000
-8.19025,-5.75535,0.00000
-9.71978,6.76387,1.00000
15.64368,0.87947,0.00000
-1.91501,12.88296,1.00000
12.39853,-8.54560,0.00000
-0.40219,5.23786,0.00000
-7.77726,10.47399,1.00000
-6.39291,-10.27660,0.00000
16.38762,-1.53081,0.00000
1.69033,6.44729,0.00000
-16.11663,3.00559,1.00000
-6.07622,4.93847,0.00000
-1.78391,-12.45081,0.00000
3.97271,-6.58952,1.00000
5.19879,10.64090,1.00000
13.54948,-9.77712,0.00000
-6.07813,13.26155,1.00000
13.32140,-6.67290,0.00000
-4.12085,14.21205,1.00000
11.57862,-7.89547,0.00000
-11.38955,7.28777,1.00000
12.22398,-7.09262,0.00000
6.27804,9.39189,1.00000
11.98197,-3.08504,0.00000
1.31773,13.17130,1.00000
9.76476,2.11962,1.00000
-12.68037,7.92088,1.00000
10.74747,4.34801,1.00000
-2.32019,7.05031,0.00000
6.66861,-3.29475,1.00000
2.87665,-10.95106,0.00000
3.00182,9.38836,1.00000
-7.64546,12.43289,1.00000
7.04956,7.89099,1.00000
4.55780,-10.63504,0.00000
4.64789,2.86186,0.00000
-4.63710,11.23652,1.00000
-6.66224,4.21673,0.00000
6.29284,-3.92792,1.00000
-10.87183,3.46856,0.00000
12.37707,-8.32987,0.00000
-13.81577,6.05473,1.00000
-13.55118,3.49651,1.00000
-0.10766,-6.15721,1.00000
-7.69394,5.29522,0.00000
9.82435,-2.24326,1.00000
-13.95380,4.98183,1.00000
-6.95746,7.16795,0.00000
-8.81941,4.47755,0.00000
-9.82937,0.83459,0.00000
-7.71057,-10.33868,0.00000
16.40241,-1.43799,0.00000
4.63226,11.08458,1.00000
3.18183,8.86267,1.00000
-8.44286,-5.43689,0.00000
-9.18221,-7.49578,0.00000
-5.14054,-11.62631,0.00000
8.97448,7.54205,1.00000
2.41890,11.56760,1.00000
6.50774,9.46612,1.00000
-8.97871,1.38994,0.00000
3.11927,12.45542,1.00000
10.45931,-8.87716,0.00000
-2.93190,12.02414,1.00000
14.06890,-6.67020,0.00000
-5.53260,12.62405,1.00000
-7.86716,-8.36862,0.00000
11.56462,-10.07094,0.00000
-3.22999,-12.81616,0.00000
5.43721,-11.73179,0.00000
-7.30900,11.84026,1.00000
-8.85986,1.74373,0.00000
-7.02164,12.63916,1.00000
-13.23072,8.53514,1.00000
-8.25498,-1.88264,0.00000
0.07020,-4.32553,1.00000
-2.89671,13.44134,1.00000
-12.85638,6.78434,1.00000
-9.16300,11.58696,1.00000
-2.45686,-9.20361,0.00000
10.48694,4.20539,1.00000
-4.96471,12.69616,1.00000
-7.59411,-7.31842,0.00000
-1.81424,-12.67768,0.00000
-9.47823,-0.02137,0.00000
11.04038,-9.44001,0.00000
9.40780,8.18258,1.00000
-9.38561,12.89642,1.00000
-12.93391,6.47149,1.00000
13.67645,-8.02596,0.00000
-0.11604,5.92646,0.00000
-9.51050,-0.49095,0.00000
4.31103,-7.62113,1.00000
8.81396,0.10292,1.00000
2.00199,-14.30638,0.00000
6.49948,-11.87176,0.00000
-3.59919,-10.15063,0.00000
8.35136,-8.65629,0.00000
-6.88850,1.25869,0.00000
2.16593,-11.91356,0.00000
5.96504,8.88668,1.00000
-14.75014,-1.18071,1.00000
3.88089,9.85225,1.00000
-3.73677,-1.63213,1.00000
13.17847,-7.86894,0.00000
6.68442,-4.63978,1.00000
0.19926,-13.35379,0.00000
-7.63047,-7.60758,0.00000
-1.97099,-4.17614,1.00000
8.56019,-12.10113,0.00000
-14.71541,4.29655,1.00000
14.89581,-4.78137,0.00000
9.12665,2.68992,1.00000
0.39041,5.28758,0.00000
3.56785,-5.29516,1.00000
8.73213,6.84066,1.00000
-10.90624,-5.83796,0.00000
-7.31065,3.11081,0.00000
-2.03595,-9.87642,0.00000
15.14946,-4.22970,0.00000
9.37247,4.11311,1.00000
-9.78020,10.31546,1.00000
0.15189,-12.98172,0.00000
-4.75308,15.65720,1.00000
7.24739,4.61990,1.00000
9.92485,-0.42704,1.00000
11.30993,0.61584,1.00000
6.09315,-1.69577,1.00000
-8.77423,4.20236,0.00000
15.20217,-2.98530,0.00000
-13.70502,2.75061,1.00000
8.15531,-12.31693,0.00000
8.93062,3.71440,1.00000
-1.26293,8.51197,0.00000
9.72892,-0.10966,1.00000
5.85856,-4.88549,1.00000
-11.19922,8.55543,1.00000
-10.40745,10.08704,1.00000
-0.70173,-13.07772,0.00000
1.38760,5.68621,0.00000
-1.74001,-6.83217,1.00000
0.01993,-10.87386,0.00000
0.74867,-9.25871,1.00000
2.66660,3.84199,0.00000
16.65038,-2.51714,0.00000
-8.61484,-7.79270,0.00000
5.13124,11.79598,1.00000
-7.06965,5.62743,0.00000
2.23900,11.47285,1.00000
0.58184,-5.68100,1.00000
3.84373,10.88593,1.00000
-8.21656,4.38695,0.00000
10.29018,1.28984,1.00000
11.11714,5.51977,1.00000
-5.61552,11.05050,1.00000
5.87040,11.18771,1.00000
12.80921,-5.68261,0.00000
-7.69675,-6.58014,0.00000
7.88038,-10.73856,0.00000
7.33020,5.98688,1.00000
-0.12750,-6.51335,1.00000
-4.87588,10.84156,1.00000
-8.36860,11.42746,1.00000
9.90975,-0.27377,1.00000
6.81493,5.13537,1.00000
-10.60323,-3.71039,0.00000
2.82890,-13.29338,0.00000
5.83754,-4.70787,1.00000
12.08118,3.82036,1.00000
-8.68620,10.23363,1.00000
-9.84837,-3.30003,0.00000
0.76040,12.17261,1.00000
15.70634,-5.66493,0.00000
7.03884,-12.19967,0.00000
10.61111,-2.11581,1.00000
3.06092,12.97448,1.00000
-4.38440,6.26560,0.00000
6.57347,-3.74079,1.00000
-13.47557,0.89977,1.00000
-2.08329,13.61324,1.00000
-12.15695,8.82788,1.00000
8.41231,4.68974,1.00000
6.33041,-12.69730,0.00000
14.11008,-0.60675,0.00000
-4.05658,-13.98605,0.00000
14.11322,-6.06350,0.00000
2.81602,11.51078,1.00000
-8.96742,0.71418,0.00000
9.08189,2.77073,1.00000
-14.69166,7.53660,1.00000
-8.84336,-4.62359,0.00000
-14.66513,3.85333,1.00000
14.50339,-3.85075,0.00000
10.65093,-9.24948,0.00000
-2.11094,6.53719,0.00000
-4.63899,6.70249,0.00000
-3.18017,-12.14979,0.00000
7.70675,-11.91093,0.00000
-15.37234,2.74790,1.00000
-1.85960,12.26163,1.00000
-9.30502,4.22585,0.00000
-1.55721,-11.26995,0.00000
1.06657,12.38739,1.00000
9.52966,-0.26348,1.00000
2.95968,-8.66104,1.00000
1.24428,13.43614,1.00000
-5.10938,11.07365,1.00000
1.90291,-7.94280,1.00000
0.68967,6.01508,0.00000
2.17201,10.76799,1.00000
13.00682,-7.28016,0.00000
-10.58578,-3.59283,0.00000
-11.51056,7.84738,1.00000
-7.36508,3.23697,0.00000
-7.03512,3.64097,0.00000
7.46671,-12.18801,0.00000
-10.96846,7.39439,1.00000
7.61456,-11.75851,0.00000
-14.96582,7.20050,1.00000
12.78193,-9.26201,0.00000
-8.40558,3.45008,0.00000
2.19452,12.94377,1.00000
-0.16328,6.91230,0.00000
10.11498,1.40507,1.00000
4.42939,-11.75169,0.00000
3.50022,-13.14086,0.00000
3.13513,11.79563,1.00000
-7.31166,4.31614,0.00000
-5.51379,-8.96270,0.00000
8.93374,4.35439,1.00000
3.26604,-6.05399,1.00000
7.92386,2.79589,1.00000
-5.03028,-10.84193,0.00000
-1.05529,11.78435,1.00000
-11.04500,8.48029,1.00000
-5.55181,13.04082,1.00000
-4.14256,-11.38238,0.00000
-7.99584,11.52874,1.00000
-6.38674,2.65158,0.00000
-14.60179,-0.76094,1.00000
-10.00493,-7.11730,0.00000
-10.76141,-1.79238,0.00000
9.29986,-2.26489,1.00000
-4.98153,-11.53708,0.00000
15.25966,-2.40975,0.00000
11.07749,1.97784,1.00000
14.11126,-8.54734,0.00000
-10.13190,-1.80408,0.00000
14.13784,-6.79624,0.00000
10.19935,-10.48054,0.00000
-8.30578,-12.18191,0.00000
6.20513,-4.83669,1.00000
-16.33806,1.03430,1.00000
6.89999,-3.69437,1.00000
-8.00201,-7.57822,0.00000
12.57567,-8.15860,0.00000
-0.11440,-13.10915,0.00000
-7.10969,-8.53055,0.00000
8.31313,-4.36508,1.00000
2.09971,-7.26844,1.00000
-5.35711,8.57571,0.00000
-8.89980,-3.55131,0.00000
-14.51734,1.84662,1.00000
-1.19740,5.28631,0.00000
-9.05707,-3.53075,0.00000
-5.67518,4.24012,0.00000
14.02403,-6.93893,0.00000
10.25733,1.82696,1.00000
8.77223,2.66532,1.00000
-2.33739,-11.57336,0.00000
1.01783,-13.86078,0.00000
-16.37821,4.38841,1.00000
5.18908,-11.81125,0.00000
-8.10582,-5.00311,0.00000
-2.99166,12.46962,1.00000
0.62547,-13.86014,0.00000
1.51802,13.58732,1.00000
-6.46239,-8.20407,0.00000
13.68051,-3.77784,0.00000
4.11943,10.27494,1.00000
6.15617,8.87094,1.00000
4.31756,-7.36199,1.00000
10.61599,2.44317,1.00000
1.74871,-4.11656,1.00000
8.01325,8.42674,1.00000
6.23496,-4.21860,1.00000
-7.13128,12.01814,1.00000
-7.72534,-8.86035,0.00000
-6.32132,-8.03403,0.00000
-1.79175,-3.11809,1.00000
15.32136,-2.15645,0.00000
6.69810,-5.13823,1.00000
4.34018,-12.54545,0.00000
3.92385,-6.23424,1.00000
-9.09811,11.98135,1.00000
10.94210,-8.84939,0.00000
-5.03047,10.93672,1.00000
-13.04010,5.51268,1.00000
3.97454,-10.66490,0.00000
2.74896,4.90163,0.00000
-3.81656,7.04372,0.00000
1.51719,-6.00098,1.00000
-11.53510,9.43363,1.00000
2.47039,12.32013,1.00000
2.75599,11.56833,1.00000
-2.19426,5.36148,0.00000
9.45822,-10.74761,0.00000
-16.17954,0.46671,1.00000
8.06530,6.79724,1.00000
10.16459,-10.73855,0.00000
13.63677,-5.79105,0.00000
-0.19960,12.17475,1.00000
8.89227,-11.86014,0.00000
-1.90282,14.11348,1.00000
7.82448,7.83553,1.00000
-14.15447,4.34768,1.00000
-14.19208,1.05309,1.00000
-1.92898,6.51525,0.00000
-15.46599,1.93683,1.00000
-8.42278,9.14246,1.00000
-14.35613,6.25032,1.00000
-7.39870,-8.89878,0.00000
5.40829,1.70915,0.00000
-13.54026,4.86785,1.00000
10.21571,-0.20105,1.00000
-6.92580,-10.28466,0.00000
4.26710,10.10050,1.00000
-3.44106,-7.03235,1.00000
15.54054,-3.04422,0.00000
-1.11298,-5.98259,1.00000
3.24052,-12.20171,0.00000
6.60247,10.87255,1.00000
-6.87138,-4.94989,0.00000
-14.06103,7.14472,1.00000
7.78648,-9.76130,0.00000
-1.93224,5.67000,0.00000
9.74706,-1.35579,1.00000
6.22810,8.58331,1.00000
6.91295,-6.55030,1.00000
-10.14955,8.85187,1.00000
5.97587,-13.59610,0.00000
-3.07619,11.21662,1.00000
17.12843,-2.06753,0.00000
-8.21232,-2.18802,0.00000
-6.50462,9.83576,1.00000
-7.38367,10.88433,1.00000
-15.32870,2.96397,1.00000
-15.59336,1.06298,1.00000
3.12518,3.25832,0.00000
-15.77847,4.07975,1.00000
0.90091,-5.96220,1.00000
1.99648,-7.06114,1.00000
-1.27522,13.75068,1.00000
3.13153,-11.69464,0.00000
10.86137,-8.51238,0.00000
-7.04426,-9.60561,0.00000
7.99721,-3.03557,1.00000
8.88992,-0.53907,1.00000
3.09605,5.66421,0.00000
7.24689,4.33158,1.00000
-1.27157,13.73286,1.00000
-8.06154,-9.96679,0.00000
-7.97532,0.05260,0.00000
2.07712,-11.22144,0.00000
-7.55095,-5.82699,0.00000
-17.31276,1.21433,1.00000
-11.30483,-2.48398,0.00000
2.55313,11.18010,1.00000
0.12119,-15.12163,0.00000
9.36316,-10.37215,0.00000
-5.78817,-10.15796,0.00000
-5.18256,12.73200,1.00000
-11.16337,0.75383,0.00000
-2.93172,12.31463,1.00000
-2.73346,-12.85605,0.00000
9.03462,-11.66050,0.00000
-6.65923,13.24871,1.00000
7.24718,4.43892,1.00000
-7.79631,9.92720,1.00000
5.28502,-13.51447,0.00000
9.61770,-11.75920,0.00000
-11.41025,-4.09849,0.00000
10.15838,3.12046,1.00000
0.85949,-5.69814,1.00000
-2.53993,15.04759,1.00000
-13.10825,4.43254,1.00000
4.54669,-6.22798,1.00000
1.21947,12.58345,1.00000
0.18043,-6.77266,1.00000
7.83712,0.49505,1.00000
5.37753,10.72780,1.00000
-3.97076,-5.87276,1.00000
3.36448,-6.26188,1.00000
-0.49746,-10.10221,0.00000
-9.97244,-0.63869,0.00000
8.13245,6.97572,1.00000
-9.52143,1.29896,0.00000
3.40020,11.92271,1.00000
14.35977,-5.09896,0.00000
9.42485,-9.92787,0.00000
13.81409,-7.14835,0.00000
4.66566,-6.05166,1.00000
-0.74503,-10.24567,0.00000
7.12600,-11.35731,0.00000
-8.48208,-5.35277,0.00000
-3.55428,-13.02343,0.00000
15.20464,-2.98224,0.00000
8.59475,-3.57258,1.00000
-4.24895,12.60164,1.00000
15.25773,-0.84423,0.00000
-8.10259,-6.80622,0.00000
-2.01636,6.64867,0.00000
-9.91379,-4.61853,0.00000
-9.29427,-0.59179,0.00000
8.09649,4.23819,1.00000
-4.12580,-9.67024,0.00000
-15.41010,2.40351,1.00000
6.62865,-3.24204,1.00000
-3.73160,12.78564,1.00000
7.62013,9.16205,1.00000
17.00386,-1.74768,0.00000
-13.73675,7.55345,1.00000
0.53622,11.83771,1.00000
10.72487,-8.38998,0.00000
-4.07944,-10.58730,0.00000
-10.60356,7.63501,1.00000
-6.11723,-11.02867,0.00000
-5.90781,13.47442,1.00000
-4.92892,12.51912,1.00000
1.42534,-5.64793,1.00000
-4.06423,-9.11423,0.00000
-9.78272,9.64310,1.00000
-9.31415,11.19289,1.00000
-0.63134,-6.51848,1.00000
6.38203,9.63326,1.00000
0.64181,13.74254,1.00000
8.55792,-2.67995,1.00000
8.34876,3.65101,1.00000
13.61192,-4.22913,0.00000
-1.10873,-5.35097,1.00000
15.70412,-2.13705,0.00000
-12.05360,-1.37707,0.00000
0.82717,11.13558,1.00000
-1.94846,-11.47316,0.00000
14.54094,-4.57726,0.00000
4.72578,-11.94002,0.00000
-8.78183,10.49732,1.00000
6.71827,-4.03361,1.00000
-2.28991,-2.30112,1.00000
-0.79544,-6.27545,1.00000
7.25220,-13.80970,0.00000
4.88888,11.43115,1.00000
1.88168,-4.95448,1.00000
-8.28074,-0.94202,0.00000
-12.83737,9.54986,1.00000
3.74641,-7.87377,1.00000
-14.66555,5.44474,1.00000
-8.28679,-6.16060,0.00000
3.36092,-6.47724,1.00000
-9.88045,4.62728,0.00000
-1.24840,13.29247,1.00000
-5.44155,-10.27660,0.00000
10.31242,-9.97556,0.00000
-4.07319,-5.42057,1.00000
-8.44927,2.64876,0.00000
8.53589,-10.40183,0.00000
8.94160,4.34368,1.00000
-0.33607,-4.19121,1.00000
0.98999,8.35318,0.00000
2.68897,-12.79700,0.00000
-14.08961,3.27265,1.00000
9.86518,6.30004,1.00000
10.36669,-7.83376,0.00000
-9.14479,-6.18526,0.00000
-13.40734,6.77432,1.00000
-2.52322,14.24785,1.00000
-12.24530,9.68277,1.00000
-3.95623,-11.74859,0.00000
-3.23076,13.26074,1.00000
-11.17430,6.89827,1.00000
4.74687,11.99471,1.00000
14.78365,0.20604,0.00000
-8.48542,-4.91374,0.00000
2.25038,11.94066,1.00000
8.19802,7.15368,1.00000
-10.58679,-1.81436,0.00000
-10.49560,8.78667,1.00000
-6.85927,-7.17924,0.00000
-14.94880,5.24400,1.00000
3.48374,-12.62551,0.00000
-8.13865,-2.34096,0.00000
-15.22128,1.72380,1.00000
10.20727,4.03629,1.00000
16.25769,-1.24355,0.00000
6.67973,-5.07391,1.00000
2.37273,3.56339,0.00000
1.55645,14.94149,1.00000
6.71960,-10.58459,0.00000
-9.00621,2.56336,0.00000
3.69057,11.78672,1.00000
3.99173,-6.13716,1.00000
9.57207,6.92847,1.00000
-6.23504,-9.78608,0.00000
-9.57188,-1.61255,0.00000
15.40656,-0.39158,0.00000
-10.10367,-0.64993,0.00000
-11.66356,-1.03731,0.00000
8.30982,0.16836,1.00000
-7.73029,-8.88978,0.00000
-1.19339,13.14911,1.00000
3.58871,5.41098,0.00000
-5.06504,11.54875,1.00000
-9.54418,-2.65714,0.00000
-4.21320,12.66756,1.00000
-9.82490,-4.66779,0.00000
-15.13359,2.20737,1.00000
6.34690,8.75690,1.00000
-5.16115,-9.28260,0.00000
-8.68257,9.45024,1.00000
-5.16612,5.89395,0.00000
-2.03511,-12.21506,0.00000
5.00156,10.15924,1.00000
7.14934,6.73805,1.00000
13.15129,-5.48774,0.00000
-10.05814,-3.40631,0.00000
9.82669,1.65494,1.00000
-8.99814,11.20052,1.00000
-5.59908,-8.54507,0.00000
-11.88812,9.02308,1.00000
-3.49317,-12.87768,0.00000
5.22852,-12.05282,0.00000
-3.49697,13.62538,1.00000
14.40586,-5.69803,0.00000
-9.17915,-1.06877,0.00000
-6.18989,-8.30559,0.00000
3.15050,10.19862,1.00000
14.99889,-1.22638,0.00000
-6.49924,4.73978,0.00000
10.88037,-10.11717,0.00000
-8.22750,-6.22619,0.00000
1.99509,10.79592,1.00000
-0.18436,12.43298,1.00000
14.12683,-5.49968,0.00000
3.63463,-12.71075,0.00000
-8.89651,-2.92028,0.00000
10.89205,-10.03454,0.00000
-9.96355,11.32756,1.00000
-9.78965,3.34410,0.00000
-8.94182,9.92166,1.00000
-7.30813,12.29737,1.00000
-6.60328,11.79039,1.00000
5.91809,8.83095,1.00000
-3.01045,12.15744,1.00000
2.71627,-12.43002,0.00000
-9.97299,10.48141,1.00000
-13.38198,5.00698,1.00000
-5.50183,6.26266,0.00000
13.34580,2.07997,0.00000
-16.28457,3.05571,1.00000
-9.72161,-2.04546,0.00000
-13.47604,4.42655,1.00000
4.20309,8.55816,1.00000
-1.82599,-12.61318,0.00000
-10.03595,8.86904,1.00000
13.39534,-6.60664,0.00000
-4.67547,-11.93936,0.00000
-0.31091,-6.34188,1.00000
-8.17729,0.40407,0.00000
8.53001,4.17730,1.00000
0.00039,5.19138,0.00000
-4.71097,4.36935,0.00000
4.74436,-4.96841,1.00000
-4.22109,-12.01805,0.00000
0.07184,5.10155,0.00000
-5.19435,-8.63589,0.00000
-0.99250,12.68729,1.00000
8.41959,-11.56510,0.00000
8.57049,-1.79812,1.00000
-5.62336,-8.29490,0.00000
2.14171,5.89046,0.00000
-13.75210,1.63606,1.00000
5.63792,-12.36005,0.00000
12.85789,-6.53636,0.00000
15.52755,-1.75692,0.00000
4.84263,-6.29010,1.00000
-7.56925,4.43392,0.00000
-13.58973,6.87136,1.00000
-16.81502,4.09199,1.00000
-6.00609,11.01995,1.00000
-5.66775,-13.46564,0.00000
-8.32050,-1.93206,0.00000
1.39155,-12.94587,0.00000
-8.07515,-9.46260,0.00000
1.24816,3.84897,0.00000
-10.49003,-3.46438,0.00000
-15.67779,1.39816,1.00000
7.44478,-3.95319,1.00000
3.03740,-13.77847,0.00000
3.40659,13.02239,1.00000
12.58418,-8.76064,0.00000
1.77524,4.37943,0.00000
3.11606,-7.28921,1.00000
9.44695,-0.18010,1.00000
8.24380,6.11354,1.00000
-15.00119,2.04746,1.00000
-5.09214,11.42295,1.00000
-6.58947,2.92281,0.00000
-1.16259,-5.72426,1.00000
-2.43277,-11.13318,0.00000
10.99506,0.63093,1.00000
7.35204,-2.18249,1.00000
-13.23571,7.43143,1.00000
5.73375,-11.73641,0.00000
-5.07540,11.93923,1.00000
-12.59020,8.62015,1.00000
9.95293,-10.53711,0.00000
-14.56101,4.23232,1.00000
-1.01284,-3.30155,1.00000
-15.92500,3.25044,1.00000
-0.84924,13.54425,1.00000
11.77931,-9.38702,0.00000
-4.89244,5.91560,0.00000
3.94614,-7.04315,1.00000
14.02951,-6.15517,0.00000
-7.29718,-7.48915,0.00000
-9.27198,0.90714,0.00000
-14.67960,5.92002,1.00000
-14.33595,4.76948,1.00000
-5.62436,6.59145,0.00000
8.89249,-10.08011,0.00000
4.81345,-4.27360,1.00000
-2.47511,-10.77052,0.00000
10.15870,4.81665,1.00000
11.59568,4.89893,1.00000
5.13284,-6.38875,1.00000
-0.01390,6.63643,0.00000
0.00715,5.32832,0.00000
-9.15591,-0.03123,0.00000
10.90006,-9.17257,0.00000
0.30418,12.36138,1.00000
-3.75596,9.17086,0.00000
-3.01607,-4.21277,1.00000
9.80028,1.58533,1.00000
7.18458,-11.21465,0.00000
-8.71275,-5.37568,0.00000
15.83894,0.35927,0.00000
4.68327,-12.15963,0.00000
2.14466,-5.27099,1.00000
15.17286,-4.24836,0.00000
4.12167,-13.01350,0.00000
-1.23778,-6.97575,1.00000
-9.03183,-1.29994,0.00000
2.84857,-12.69153,0.00000
-14.79076,0.22478,1.00000
8.60935,-2.64725,1.00000
7.17440,-6.11792,1.00000
6.78360,-4.47222,1.00000
11.31972,-9.06477,0.00000
8.50304,-2.88445,1.00000
1.93189,-5.96111,1.00000
-11.20892,-5.07925,0.00000
12.41286,-5.96404,0.00000
13.82530,-3.82996,0.00000
12.74755,-5.61190,0.00000
-0.69732,-5.10706,1.00000
4.07142,4.32481,0.00000
-9.36195,9.34165,1.00000
-4.78674,-11.23655,0.00000
-9.16936,0.12377,0.00000
10.77817,-7.71295,0.00000
-1.75000,6.86278,0.00000
7.49774,7.46994,1.00000
-13.57776,6.94987,1.00000
-5.63672,12.69978,1.00000
-2.80604,13.57775,1.00000
-0.88214,-9.12288,1.00000
-11.12386,7.79223,1.00000
9.20398,5.75678,1.00000
0.35740,-13.24492,0.00000
-5.88206,10.18499,1.00000
4.79806,11.37778,1.00000
8.36465,-1.60279,1.00000
6.32607,-6.53209,1.00000
0.69072,-13.02693,0.00000
1.98725,-11.91733,0.00000
6.19670,9.51950,1.00000
13.68930,-7.54180,0.00000
11.48579,-6.87865,0.00000
-14.66062,5.89164,1.00000
3.32984,-8.87578,1.00000
7.11535,-11.55989,0.00000
9.44470,8.01101,1.00000
2.07105,-7.67881,1.00000
-12.90341,6.58272,1.00000
-11.21284,8.46821,1.00000
7.23122,6.85276,1.00000
15.79916,-3.04551,0.00000
5.85615,-11.93791,0.00000
-0.49980,11.57257,1.00000
3.71049,-6.89774,1.00000
-10.11947,10.78004,1.00000
12.36882,6.38996,1.00000
-13.80551,6.97233,1.00000
7.07676,-11.91768,0.00000
11.36171,-9.78255,0.00000
-6.69139,11.24624,1.00000
-12.35713,7.79297,1.00000
14.64905,-3.03034,0.00000
13.83603,-4.66777,0.00000
8.41805,7.83557,1.00000
-13.17037,3.59703,1.00000
1.94724,3.26805,0.00000
-8.41323,12.06937,1.00000
-4.57001,-8.54745,0.00000
1.99667,-12.87727,0.00000
5.32687,-12.54071,0.00000
4.93539,-13.67060,0.00000
-7.72484,5.19945,0.00000
-3.78275,13.01054,1.00000
1.20643,-6.26802,1.00000
-6.92596,3.76362,0.00000
-3.72909,-11.31503,0.00000
2.73395,-14.31834,0.00000
14.82497,-3.26364,0.00000
-2.15180,-6.72683,1.00000
-5.58566,11.88595,1.00000
-15.54702,0.55758,1.00000
7.31137,-4.97460,1.00000
-8.74703,8.68410,1.00000
6.81714,10.30797,1.00000
1.38321,4.66780,0.00000
14.02735,-6.12487,0.00000
-3.78145,-11.89275,0.00000
-16.06678,6.47324,1.00000
8.65504,-10.98742,0.00000
13.68451,-5.37497,0.00000
-13.56102,4.63997,1.00000
13.71660,-4.75425,0.00000
-0.28744,12.94919,1.00000
-2.31987,6.52729,0.00000
-5.62595,-1.29276,1.00000
-6.61405,-8.96551,0.00000
14.38609,-5.48178,0.00000
-6.35303,13.15001,1.00000
5.30457,10.01052,1.00000
5.51494,10.63489,1.00000
0.93296,-5.72364,1.00000
8.51508,-4.23349,1.00000
-4.50250,-2.54540,1.00000
-1.81232,-12.00414,0.00000
9.47098,-10.33950,0.00000
0.19703,4.54833,0.00000
-14.70203,8.78491,1.00000
-14.47639,2.17162,1.00000
3.23142,-13.83345,0.00000
9.94294,-10.15301,0.00000
-9.70129,-3.42187,0.00000
2.19438,-12.29253,0.00000
-6.53199,-9.46121,0.00000
-2.90526,7.02621,0.00000
0.57258,7.18632,0.00000
7.13180,-12.61596,0.00000
-3.48696,-3.58500,1.00000
5.75667,-4.75997,1.00000
-6.30701,-8.30089,0.00000
-7.55638,0.61815,0.00000
-2.73580,-11.41055,0.00000
13.83195,-8.62965,0.00000
10.68567,2.55109,1.00000
-6.99169,-8.65543,0.00000
10.73791,-0.95384,1.00000
-1.00904,-12.04131,0.00000
-0.94117,-12.39284,0.00000
-1.94794,-12.19245,0.00000
2.21173,4.38976,0.00000
13.27834,-4.05378,0.00000
-5.49787,-9.61707,0.00000
-10.26020,9.81397,1.00000
12.36127,-8.46017,0.00000
5.52908,8.29465,1.00000
9.15853,0.81215,1.00000
-16.21662,1.31433,1.00000
-2.08937,-3.02131,1.00000
-8.36984,2.79579,0.00000
12.83120,-6.22399,0.00000
-4.67959,-10.36847,0.00000
-8.21471,-4.17525,0.00000
3.78455,-12.42923,0.00000
-0.75817,7.82818,0.00000
10.78398,-9.48365,0.00000
-16.12763,2.15600,1.00000
3.29689,-14.71061,0.00000
14.65259,-3.39096,0.00000
3.78663,-3.95719,1.00000
-0.56121,-12.56600,0.00000
-8.56492,11.43768,1.00000
2.54367,-5.75282,1.00000
5.91557,-12.57541,0.00000
9.40753,-0.26241,1.00000
5.69416,11.14135,1.00000
-2.91272,-4.16835,1.00000
0.11791,-7.32144,1.00000
6.25199,-11.96602,0.00000
-0.61505,6.74270,0.00000
11.56282,-8.82860,0.00000
-3.69519,6.94915,0.00000
2.05937,-6.20049,1.00000
-9.09719,-7.75874,0.00000
-5.28423,13.46767,1.00000
